conversation_id,tweet_id,arxiv_identifiers
1257657974773907457,1257657983728865280,[]
1250110155078828032,1250110155078828032,['2004.05483']
1250110155078828032,1250110156643241984,[]
1250079025311121409,1250079025311121409,['2004.03066']
1250079025311121409,1250079027022479364,[]
1250079025311121409,1250079028091944962,[]
1250079025311121409,1250079029186768897,[]
1250079025311121409,1250079030432485377,[]
1250079025311121409,1250079031523004422,[]
1250079025311121409,1250079032659582977,[]
1250079025311121409,1250079033691459588,[]
1250079025311121409,1250079034752536584,[]
1250079025311121409,1250079035746549764,[]
1250079025311121409,1250079037017505795,[]
1250079025311121409,1250079038057656321,[]
1250079025311121409,1250079039106277376,[]
1249779748961767425,1249779748961767425,['2003.11080']
1249779748961767425,1249780015958577154,[]
1249779748961767425,1249780143582785541,[]
1249779748961767425,1249780316140638217,[]
1248932641451229184,1248932641451229184,['2004.04070']
1248932641451229184,1248932775673188353,[]
1248932641451229184,1248932885572325376,[]
1247974279473270784,1247974279473270784,['2004.03012']
1247974279473270784,1247977574925389824,[]
1246507888517890051,1246507888517890051,['1911.02116']
1246507888517890051,1246507890535321600,['1911.01464']
1246507888517890051,1246507891302879232,[]
1244646461914169344,1244646461914169344,[]
1244646461914169344,1244646464145547271,['1910.10683']
1237019424185606144,1237019424185606144,['2002.11800']
1237019424185606144,1237019425209024517,[]
1237019424185606144,1237019426618249216,[]
1237019424185606144,1237019428237135873,[]
1237019424185606144,1237019429818585092,[]
1237019424185606144,1237019431991115776,[]
1236049830906138628,1236049830906138628,['2002.06305']
1236049830906138628,1236049832650960896,['2002.06305']
1235258644028985344,1235258644028985344,[]
1235258644028985344,1235330534777262081,['1904.12848']
1235258644028985344,1235386100840988674,['1911.04252']
1231713840502657025,1231713840502657025,"['1806.00920', '1912.09723', '2002.06071', '1909.07005']"
1231713840502657025,1231714423317946370,"['1910.11856', '1910.07475']"
1225877111535218688,1225877111535218688,['1910.04708']
1225877111535218688,1225877113019957248,[]
1225478678458634241,1225478678458634241,[]
1225478678458634241,1225478764810919937,[]
1225478678458634241,1225478895685767170,[]
1225478678458634241,1225479057971798017,['1909.05780']
1221851361811128321,1221851361811128321,"['2001.06286', '1912.05372', '1911.03894']"
1221851361811128321,1221862122986070017,['1912.09582']
1221066191449546752,1221066191449546752,[]
1221066191449546752,1221066321502330883,['1910.13461']
1221066191449546752,1221066377659809793,[]
1221066191449546752,1221066396861456390,[]
1221066191449546752,1221066856578142208,[]
1221066191449546752,1221067110941626369,[]
1221066191449546752,1221067114791960576,['2001.08210']
1213592668644749314,1213592668644749314,[]
1213592668644749314,1213592670343516160,"['1909.10893', '1907.05242', '1909.00015']"
1213592668644749314,1213592679818440711,['1909.00015']
1206575784359534592,1206575784359534592,['1911.12986']
1206575784359534592,1206575786410627074,[]
1206562398766817280,1206562398766817280,[]
1206562398766817280,1206563002905968640,['1711.04987']
1193904991930650629,1193904991930650629,[]
1193904991930650629,1193904998612164608,[]
1193904991930650629,1193937584797421570,['1908.07690']
1193296265267830784,1193296265267830784,['1910.02610']
1193296265267830784,1193296515193868288,[]
1193296265267830784,1193296673658814469,[]
1193296265267830784,1193296909932388352,['1910.02610']
1192658605503205376,1192658605503205376,[]
1192658605503205376,1192660243282460672,['1909.00228']
1192658605503205376,1192661487027773440,[]
1192658605503205376,1192662669913804800,[]
1192658605503205376,1192687043618340864,[]
1192658605503205376,1192688472521265153,[]
1192490719031656448,1192490719031656448,['1911.02116']
1192490719031656448,1192490726988247041,[]
1192490719031656448,1192490733405532160,[]
1192490719031656448,1192490741689307136,[]
1192490719031656448,1192490751952707585,[]
1192490719031656448,1192490754142158848,[]
1192453508299206656,1192453508299206656,[]
1192453508299206656,1192453509427482624,['1610.00388']
1192376869447823361,1192376869447823361,['1909.01214']
1192376869447823361,1192378045136437248,[]
1192331907117113344,1192331907117113344,['1907.11499']
1192331907117113344,1192334114067607552,[]
1192331907117113344,1192334115552423936,[]
1192331907117113344,1192334117091737602,[]
1192331907117113344,1192334119142744064,[]
1192331907117113344,1192334120841441280,[]
1192331907117113344,1192334411657703424,[]
1192331907117113344,1192334834288316416,['1907.11499']
1191645576665780224,1191645576665780224,['1910.05069']
1191645576665780224,1191646435105636352,[]
1191645576665780224,1191646729776648192,[]
1191209484925825024,1191209484925825024,[]
1191209484925825024,1191210181926875137,[]
1191209484925825024,1191211963533017088,['1910.14161']
1190292975563235333,1190292975563235333,[]
1190292975563235333,1190293240941105152,[]
1190292975563235333,1190293410386763779,['1909.02635']
1190292975563235333,1190293461024608262,[]
1190023572070240256,1190023572070240256,[]
1190023572070240256,1190023573777240064,['1910.13913']
1189199214011670529,1189199214011670529,[]
1189199214011670529,1189199701419139072,[]
1189199214011670529,1189200110875561984,[]
1189199214011670529,1189200265976668160,[]
1189199214011670529,1189200469471715328,['1902.00863']
1182680510092496899,1182680510092496899,[]
1182680510092496899,1182682185557561346,[]
1182680510092496899,1182683552451825665,[]
1182680510092496899,1182684323918548992,['1909.01380']
1179381510165676034,1179381510165676034,[]
1179381510165676034,1179381515991633920,[]
1179381510165676034,1179406995729866754,['1909.13180']
1177276621172150272,1177276621172150272,['1909.01066']
1177276621172150272,1177291119387979776,[]
1177276621172150272,1177388377869619201,['1908.07690']
1176915046896566273,1176915046896566273,['1909.10705']
1176915046896566273,1176915047760547840,[]
1171548832393572353,1171548832393572353,['1909.02855']
1171548832393572353,1171549050245660678,[]
1171548832393572353,1171549248061661184,[]
1171548832393572353,1171549480409325575,[]
1170642228592762880,1170642228592762880,['1906.01076']
1170642228592762880,1170642453256376321,[]
1170642228592762880,1170642882493124609,[]
1170642228592762880,1170643298618355712,['1811.11682']
1169176198389403648,1169176198389403648,['1909.00303']
1169176198389403648,1169176278274125824,[]
1169176198389403648,1169272616802275336,[]
1166334749729857536,1166334749729857536,['1908.08983']
1166334749729857536,1166334751948595205,[]
1157265985897992192,1157265985897992192,[]
1157265985897992192,1157269440813305856,[]
1157265985897992192,1157269920654200833,['1812.04616']
1157095307349544962,1157095307349544962,['1410.8206']
1157095307349544962,1157095468897357824,[]
1157095307349544962,1157095660493164545,[]
1157095307349544962,1157095839560544256,[]
1157095307349544962,1157096269027917825,[]
1156469198215876608,1156469198215876608,[]
1156469198215876608,1156469306143715328,['1906.08287']
1156121437784219649,1156121437784219649,[]
1156121437784219649,1156121439646486528,[]
1156121437784219649,1156121441789784064,[]
1156121437784219649,1156121443316449280,['1810.07931']
1156121437784219649,1156121445669494784,['1902.01313']
1156121437784219649,1156121447720468480,[]
1156121437784219649,1156166410978168832,[]
1156121437784219649,1156166413003972608,[]
1155883388001239041,1155883388001239041,[]
1155883388001239041,1155883389871726592,['1906.01659v1']
1155589018710609927,1155589018710609927,[]
1155589018710609927,1155589165872029699,['1906.01472']
1149117463826587648,1149117463826587648,[]
1149117463826587648,1149349449220542464,['1904.12848']
1149117463826587648,1149373511770574848,[]
1143053662425616385,1143053662425616385,['1906.01575']
1143053662425616385,1143053665386803201,[]
1143053662425616385,1143053667236569094,[]
1143053662425616385,1143053668830330880,[]
1143053662425616385,1143053670206070784,[]
1142749925270269952,1142749925270269952,['1906.02242']
1142749925270269952,1142749926683811841,[]
1142749925270269952,1142749928927703046,[]
1142749925270269952,1142749930597093376,[]
1141382494459244544,1141382494459244544,['1906.03785']
1141382494459244544,1141382496409591809,[]
1141380479108747265,1141380479108747265,['1906.02656']
1141380479108747265,1141380869078364160,[]
1140969473756815362,1140969473756815362,['1905.13413']
1140969473756815362,1140969912464228352,[]
1140967012031770625,1140967012031770625,['1906.01617']
1140967012031770625,1140968494596526080,[]
1140513659246059521,1140513659246059521,[]
1140513659246059521,1163580049049772032,['1903.03467']
1139497360294367232,1139497360294367232,[]
1139497360294367232,1139497361330364417,['1906.03508']
1139497360294367232,1139497362538336256,['1905.05979']
1139497360294367232,1139497363830185985,[]
1139497360294367232,1139497365319159809,['1906.03221']
1139497360294367232,1139497366485176321,['1905.13164']
1139497360294367232,1139497367831494656,['1906.01280']
1139497360294367232,1139497369068810240,['1905.09418']
1139497360294367232,1139497370268393472,[]
1139497360294367232,1139497371484790785,['1905.07189']
1139497360294367232,1139497372600479750,['1906.01250']
1139497360294367232,1139497373816762368,['1905.08160']
1139497360294367232,1139497375041576961,[]
1139497360294367232,1139497376320823303,[]
1139497360294367232,1139497377579057153,['1905.13324']
1139497360294367232,1139497378728296449,['1906.02276']
1139497360294367232,1139497379990855681,['1905.11901']
1139497360294367232,1139497381219749889,['1906.04687']
1139497360294367232,1139497382402502656,[]
1138739128231743488,1138739128231743488,[]
1138739128231743488,1138739129490038784,[]
1138739128231743488,1138739130823843841,[]
1138739128231743488,1138739132027592704,"['1905.06290', '1811.01088']"
1138739128231743488,1138739133239701504,['1901.07291']
1138739128231743488,1138739134959370242,"['1902.09191', '1906.01604']"
1138739128231743488,1138739136683216896,[]
1138739128231743488,1138739137832456192,[]
1138739128231743488,1138739139120128000,['1806.08730']
1136339394640646144,1136339394640646144,[]
1136339394640646144,1136339467965538305,[]
1136339394640646144,1136339721972531201,[]
1136339394640646144,1136339921805987840,[]
1136339394640646144,1136340279584350212,[]
1136339394640646144,1136340805973680134,[]
1136339394640646144,1136341070386749443,[]
1136339394640646144,1136341814267580417,[]
1136339394640646144,1136342447414546433,[]
1136339394640646144,1136342746736799746,[]
1136339394640646144,1136343311999016960,[]
1136339394640646144,1136343660520443904,[]
1136339394640646144,1136344172573732864,[]
1136339394640646144,1136344482264338433,[]
1136339394640646144,1136344778281537543,[]
1136339394640646144,1136345161703809025,[]
1136339394640646144,1136345657944477697,['1607.04606']
1136339394640646144,1136346388596441088,[]
1136339394640646144,1136347367282810880,[]
1136339394640646144,1136347977298128898,[]
1136339394640646144,1136348878842793984,[]
1136339394640646144,1136349279201693698,[]
1136339394640646144,1136349783231205377,[]
1136339394640646144,1136350521156145152,[]
1136339394640646144,1136350966943559683,[]
1136339394640646144,1136351495882977280,[]
1136339394640646144,1136351710039949312,[]
1136339394640646144,1136352446186500097,[]
1136339394640646144,1136353018302074882,[]
1136339394640646144,1136353634386632706,[]
1136339394640646144,1136354090785619970,[]
1136339394640646144,1136354305445978112,[]
1136339394640646144,1136354557565526017,[]
1136339394640646144,1136355011527622656,[]
1136339394640646144,1136355136333328384,[]
1136339394640646144,1136355919166693377,[]
1136339394640646144,1136356371539156993,[]
1136339394640646144,1136357139734306821,[]
1136339394640646144,1136357602915471361,[]
1136339394640646144,1136358259139534849,[]
1136339394640646144,1136358715064496128,['1611.01368']
1136339394640646144,1136358948934692864,['1809.04022']
1136339394640646144,1136359161216806912,[]
1136339394640646144,1136359438556762116,[]
1136339394640646144,1136360205078454276,[]
1136339394640646144,1136360451045056517,[]
1136339394640646144,1136360892411592704,[]
1136339394640646144,1136361377566773248,[]
1136339394640646144,1136361625005514753,[]
1136275898464952321,1136275898464952321,[]
1136275898464952321,1136276805546061825,['1904.12106']
1134453131931267073,1134453131931267073,['1905.12688']
1134453131931267073,1134453133625778176,[]
1134453131931267073,1134453136893140992,[]
1134453131931267073,1134453138612789248,[]
1134453131931267073,1134453141062242305,[]
1134453131931267073,1134453143046184960,[]
1134453131931267073,1134453152965681152,[]
1133362022974918656,1133362022974918656,[]
1133362022974918656,1133362024749129728,"['1904.09223', '1905.07129']"
1128772801060573184,1128772801060573184,[]
1128772801060573184,1128773480445632512,['1904.02037']
1124263846674345985,1124263846674345985,[]
1124263846674345985,1124263848960253953,[]
1124263846674345985,1124263850638020613,['1811.00907']
1124263846674345985,1124263852332453888,"['1808.10006', '1808.09582']"
1124263846674345985,1124263854047997953,[]
1124263846674345985,1124263855725731841,['1805.04833']
1124263846674345985,1124263857424404480,['1904.09751']
1124263846674345985,1124263860104507393,[]
1124263846674345985,1124263861727760384,[]
1123028716433494016,1123028716433494016,['1904.12848']
1123028716433494016,1123289871907295232,['1809.08370']
1123028716433494016,1123293545840791552,[]
1120752557696196608,1120752557696196608,['1904.09380']
1120752557696196608,1120752558748913664,[]
1120752557696196608,1120752559638110211,[]
1120752557696196608,1120752561227739137,[]
1120752557696196608,1120752562012082176,[]
1120752557696196608,1120752562804789248,[]
1120752557696196608,1120752563748524035,[]
1120752557696196608,1120752565849817090,[]
1120752557696196608,1120761148486422529,[]
1117765725651861504,1117765725651861504,['1904.02343']
1117765725651861504,1117766122336661504,[]
1116338654635593728,1116338654635593728,['1811.00266']
1116338654635593728,1116338963084664832,[]
1113437174014332929,1113437174014332929,['1904.00930']
1113437174014332929,1113437691755020289,[]
1110897364766736385,1110897364766736385,['1903.09848']
1110897364766736385,1110897878631923712,[]
1107628847925784576,1107628847925784576,['1903.06620']
1107628847925784576,1107629363183394816,[]
1107628847925784576,1107630238631149568,[]
1105051158979244034,1105051158979244034,[]
1105051158979244034,1105051160187150340,['1902.03249']
1100679615180206082,1100679615180206082,['1902.08899']
1100679615180206082,1100685475289870336,[]
1099074543371669504,1099074543371669504,[]
1099074543371669504,1100946164847919106,['1902.10193']
1099049346732081154,1099049346732081154,[]
1099049346732081154,1115280982242930690,['1904.03111']
1099049346732081154,1120789162834239493,[]
1095455503700901888,1095455503700901888,[]
1095455503700901888,1095455805372022786,[]
1095455503700901888,1095463651740401664,['1902.03499']
1092813522692644864,1092813522692644864,[]
1092813522692644864,1092813525146394624,['1901.07291']
1092778201997283328,1092778201997283328,"['1901.05534', '1901.11373']"
1092778201997283328,1092778203318497280,[]
1092778201997283328,1092778204572647425,[]
1092778201997283328,1092806403004264455,[]
1092725403121258496,1092725403121258496,['1902.01382']
1092725403121258496,1092730387783188481,[]
1088076610308370433,1088076610308370433,['1901.07291']
1088076610308370433,1088076612673957889,[]
1088076610308370433,1088076613810569216,[]
1088076610308370433,1088076614901161984,[]
1087382387015729152,1087382387015729152,['1705.08142']
1087382387015729152,1087382709494779904,['1811.06031']
1073513114468081664,1073513114468081664,['1812.04616']
1073513114468081664,1073513115638206465,[]
1073513114468081664,1073531335610957824,[]
1073513114468081664,1073531336823054336,[]
1073513114468081664,1073533377377132544,[]
1062733549516800002,1062733549516800002,['1811.04154']
1062733549516800002,1062733706106945537,[]
1058679276738932737,1058679276738932737,[]
1058679276738932737,1058679279012249601,[]
1058679276738932737,1058679523930267648,[]
1058679276738932737,1058679798380331011,[]
1058679276738932737,1058681467562323968,['1808.09352']
1058679276738932737,1058681468950601728,[]
1058679276738932737,1058681470288568320,[]
1058679276738932737,1058681471513300993,[]
1058679276738932737,1058682228258062336,[]
1057302789607616512,1057302789607616512,['1810.06826']
1057302789607616512,1057303535459680257,[]
1052376756181708800,1052376756181708800,['1711.07611']
1052376756181708800,1052691886069215233,[]
1047553863795068928,1047553863795068928,"['1809.03068', '1809.04179']"
1047553863795068928,1047560320800231424,[]
1040226828349304832,1040226828349304832,[]
1040226828349304832,1040226830647783425,[]
1040226828349304832,1040226832237383680,['1808.04126']
1040226828349304832,1040226834435264514,[]
1040226828349304832,1059866799934709761,[]
1040226828349304832,1059866803713835016,[]
1037033930707222528,1037033930707222528,['1808.10485']
1037033930707222528,1037033932024233984,[]
1037020399110959104,1037020399110959104,['1808.10025']
1037020399110959104,1037021067158675456,[]
1036993254644953089,1036993254644953089,['1808.09367']
1036993254644953089,1036993623609548800,[]
1036990410667765760,1036990410667765760,['1808.09861']
1036990410667765760,1036991927617499137,[]
1035566279317483520,1035566279317483520,['1808.09500']
1035566279317483520,1035567186969018368,[]
1035527715670183936,1035527715670183936,['1808.09374']
1035527715670183936,1035528021636272128,[]
1034968717195661318,1034968717195661318,['1808.09479']
1034968717195661318,1034994228781301766,[]
1034850801498382338,1034850801498382338,['1808.09111']
1034850801498382338,1034851023582580736,[]
1034699640040501248,1034699640040501248,[]
1034699640040501248,1034706127592808451,['1808.05759']
1032977805649371136,1032977805649371136,['1808.07512']
1032977805649371136,1032977977032814592,[]
1009482838968856576,1009482838968856576,[]
1009482838968856576,1009484244060688386,['1506.07285']
1009482838968856576,1009484921679810560,[]
1007267255946706944,1007267255946706944,[]
1007267255946706944,1007267365585936386,['1805.06087']
1000137890905673728,1000137890905673728,['1805.09590']
1000137890905673728,1000139014404427776,[]
999934314610642944,999934314610642944,[]
999934314610642944,999934315688546306,['1802.05930']
999934314610642944,999936018999541760,['1805.07858']
999934314610642944,999936020169846784,['1804.00619']
996756475174322177,996756475174322177,['1805.04016']
996756475174322177,996756859670409216,[]
994492492635615232,994492492635615232,['1805.03620']
994492492635615232,994492978793197568,[]
994492492635615232,994493636388818944,[]
993598625891651584,993598625891651584,['1805.01817']
993598625891651584,993598846906314753,[]
993598625891651584,993599741480132615,[]
992403428721733632,992403428721733632,['1805.01087']
992403428721733632,992403963004837889,[]
990217687233105920,990217687233105920,['1803.08493']
990217687233105920,990234153751924736,[]
986051111789490182,986051111789490182,[]
986051111789490182,986051113093861376,['1804.05088']
986051111789490182,986051114691891205,[]
986051111789490182,986051116579385344,[]
986051111789490182,986062038425395206,[]
983798599988535298,983798599988535298,['1804.02559']
983798599988535298,983799502376259585,[]
980568195579998209,980568195579998209,[]
980568195579998209,980568197865857025,['1707.05589']
980568195579998209,980568199463866368,['1803.08240']
980568195579998209,980568201200324610,['1803.11138']
970951181005721600,970951181005721600,['1803.01271']
970951181005721600,970951182884724736,[]
969573162890551298,969573162890551298,['1803.00188']
969573162890551298,969573352712044544,[]
959819885063831554,959819885063831554,['1711.07611']
959819885063831554,960219182653673473,[]
934537214838689792,934537214838689792,[]
934537214838689792,934537371613388800,[]
934537214838689792,934537683325673472,['1707.07086']
934537214838689792,934538181818617856,[]
934537214838689792,934538498799013888,[]
926209344273870850,926209344273870850,[]
926209344273870850,926209619436982278,['1710.11601']
913214280022974464,913214280022974464,[]
913214280022974464,913270135997177856,['1709.08878']
889707979158691840,889707979158691840,['1707.06961']
889707979158691840,889714018327314432,[]
889707979158691840,889714743916744704,[]
887972957338959872,887972957338959872,['1707.04913']
887972957338959872,888049794542968832,[]
866677973776072704,866677973776072704,[]
866677973776072704,866680168575676416,['1611.01734']
866677973776072704,866681997070016516,[]
850406128571777025,850406128571777025,['1704.01691']
850406128571777025,850406224189427712,[]
829158447182708736,829158447182708736,['1702.01923']
829158447182708736,829393882924404738,[]
821363205343739906,821363205343739906,['1701.03980']
821363205343739906,821363465969344514,[]
804392863828180992,804392863828180992,[]
804392863828180992,804393095160795136,['1611.04558v1']
727125758712250368,727125758712250368,[]
727125758712250368,727127175543943168,[]
727125758712250368,727128454907367424,['1602.03001']
677897465958412288,677897465958412288,['1512.04906v1']
677897465958412288,677897586406215681,[]
677897465958412288,677897689758113793,[]
677897465958412288,677897852727726080,[]
597219197047865344,597219197047865344,[]
597219197047865344,597250199673704448,['1503.00075']
590245926574419968,590245926574419968,['1306.6078']
590245926574419968,590246090093498368,[]
551486270040334336,551486270040334336,['1412.7449']
551486270040334336,551488068755013632,[]
282135378549436416,282135378549436416,['1212.5238v1']
282135378549436416,282139989532368896,[]
1382878164255395842,1382878164255395842,['2104.07567']
1382878164255395842,1382878165895413762,[]
1382619745170698245,1382619745170698245,[]
1382619745170698245,1382619747230089216,['2104.07012']
1374300893936504832,1374300893936504832,['2103.11811']
1374300893936504832,1374300899380764674,[]
1367208575081316355,1367208575081316355,[]
1367208575081316355,1367208575966334985,['1904.09675']
1367208575081316355,1367211053759758336,[]
1356541380412211215,1356541380412211215,['2102.01017']
1356541380412211215,1356541382685577216,[]
1356541380412211215,1356541385197895681,[]
1356541380412211215,1356541386879811588,[]
1356541380412211215,1356541388565970944,[]
1356541380412211215,1356541390155620354,[]
